EventID,Layer,Wire,t,ADC,t0,isSignal
389,2,1,1853.81,80,0,0
421,2,1,198.375,103,0,0
436,2,1,216.75,123,0,0
444,2,1,189,704,0,0
3325443,2,1,921.188,131,0,0
3325589,2,1,188.062,125,0,0
3325626,2,1,847.5,164,0,0
3325695,2,1,632.812,96,0,0
19,2,2,168.562,80,0,0
137,2,2,428.25,90,0,0
164,2,2,163.5,174,0,0
238,2,2,186,108,0,0
270,2,2,403.5,236,0,0
349,2,2,1759.12,114,0,0
389,2,2,656.438,109,0,0
436,2,2,475.312,114,0,0
1701273,2,2,438.188,113,0,0
1701414,2,2,505.688,129,0,0
3325443,2,2,1631.81,137,0,0
3325569,2,2,1566.75,114,0,0
3325647,2,2,683.438,511,0,0
137,2,3,1088.06,130,0,0
164,2,3,129.375,107,0,0
270,2,3,197.625,186,0,0
341,2,3,273.938,96,0,0
389,2,3,416.25,126,0,0
436,2,3,702.562,134,0,0
1701280,2,3,197.25,438,0,0
1701414,2,3,992.812,84,0,0
3325443,2,3,920.062,112,0,0
3325589,2,3,656.25,105,0,0
3325626,2,3,848.25,229,0,0
3325695,2,3,631.875,81,0,0
156,2,4,842.438,135,0,0
238,2,4,171.562,144,0,0
270,2,4,198.375,274,0,0
389,2,4,103.125,94,0,0
436,2,4,246.562,106,0,0
1701187,2,4,52.6875,301,0,0
1701267,2,4,128.438,96,0,0
1701280,2,4,72,899,0,0
3325422,2,4,777.75,356,0,0
3325443,2,4,868.688,107,0,0
3325589,2,4,119.812,219,0,0
3325626,2,4,295.875,183,0,0
3325633,2,4,899.062,118,0,0
3325682,2,4,172.875,145,0,0
238,2,5,102.938,86,0,0
270,2,5,419.062,701,0,0
349,2,5,1775.81,84,0,0
389,2,5,1090.5,85,0,0
444,2,5,1335.56,94,0,0
1701100,2,5,1527.94,640,0,0
1701280,2,5,104.25,656,0,0
1701306,2,5,838.5,632,0,0
3325422,2,5,1485.94,4398,0,0
3325443,2,5,467.812,137,0,0
3325477,2,5,130.5,125,0,0
3325589,2,5,656.062,144,0,0
3325626,2,5,1475.62,178,0,0
3325706,2,5,475.312,96,0,0
137,2,6,1038.38,110,0,0
156,2,6,964.875,107,0,0
270,2,6,180.375,384,0,0
389,2,6,1092.19,106,0,0
436,2,6,370.312,103,0,0
1701100,2,6,1413,1353,0,0
1701197,2,6,103.125,547,0,0
1701280,2,6,919.875,393,0,0
1701306,2,6,1939.69,2735,0,0
1701348,2,6,171.375,291,0,0
3325422,2,6,1637.62,233,0,0
3325589,2,6,412.875,170,0,0
3325626,2,6,556.875,127,0,0
137,2,7,54.75,114,0,0
238,2,7,155.25,112,0,0
270,2,7,489,253,0,0
1701100,2,7,1419.94,1341,0,0
1701197,2,7,344.25,260,0,0
1701280,2,7,612.375,316,0,0
1701306,2,7,616.875,3063,0,0
1701348,2,7,224.062,314,0,0
3325422,2,7,1473.56,246,0,0
3325589,2,7,397.312,164,0,0
1701100,2,8,1727.06,175,0,0
1701348,2,8,270.938,201,0,0
3325422,2,8,1541.62,224,0,0
217,2,9,1050.75,622,0,0
1701100,2,9,1535.44,508,0,0
1701348,2,9,213.188,1054,0,0
3325422,2,9,1698.75,210,0,0
217,2,10,1053.94,804,0,0
315,2,10,1275.38,703,0,0
1701348,2,10,431.438,96,0,0
1701424,2,10,192,780,0,0
3325422,2,10,1509.56,1094,0,0
3325647,2,10,1030.5,727,0,0
217,2,11,1007.81,749,0,0
315,2,11,1565.44,648,0,0
349,2,11,1093.69,770,0,0
1701424,2,11,179.25,1743,0,0
3325422,2,11,1636.12,124,0,0
3325647,2,11,755.625,688,0,0
217,2,12,1214.44,486,0,0
280,2,12,1272.75,364,0,0
315,2,12,1911.94,865,0,0
349,2,12,862.688,2242,0,0
1701424,2,12,168.188,2007,0,0
3325695,2,12,525,277,0,0
263,2,13,892.688,164,0,0
315,2,13,1907.25,1091,0,0
349,2,13,1220.06,494,0,0
1701424,2,13,168,2369,0,0
3325422,2,13,1510.69,412,0,0
3325695,2,13,391.5,4921,0,0
19,2,14,390.75,642,0,0
189,2,14,1419.75,95,0,0
263,2,14,744.75,775,0,0
270,2,14,1882.12,615,0,0
315,2,14,1840.12,872,0,0
1701386,2,14,1464.75,255,0,0
1701424,2,14,171.375,1740,0,0
3325695,2,14,464.438,9102,0,0
189,2,15,1389.94,216,0,0
263,2,15,880.5,388,0,0
315,2,15,1232.25,1678,0,0
1701386,2,15,1359.19,1642,0,0
1701424,2,15,264,581,0,0
3325435,2,15,832.312,168,0,0
3325662,2,15,1849.69,573,0,0
3325695,2,15,391.5,12368,0,0
189,2,16,1310.06,564,0,0
229,2,16,1135.69,497,0,0
263,2,16,726.375,631,0,0
280,2,16,1254.19,2023,0,0
1701386,2,16,1300.5,3875,0,0
1701431,2,16,481.688,897,0,0
3325435,2,16,1176.19,115,0,0
3325662,2,16,1843.5,185,0,0
3325695,2,16,654.188,2014,0,0
189,2,17,1343.81,531,0,0
280,2,17,1258.12,4299,0,0
1701386,2,17,1317,5401,0,0
1701431,2,17,477.75,1707,0,0
3325662,2,17,1831.69,228,0,0
189,2,18,1401.56,946,0,0
263,2,18,971.062,207,0,0
280,2,18,1253.06,3861,0,0
1701386,2,18,1324.31,3029,0,0
1701424,2,18,992.812,491,0,0
1701431,2,18,489.75,1443,0,0
3325496,2,18,723.188,665,0,0
3325662,2,18,1916.06,461,0,0
189,2,19,1338.19,943,0,0
263,2,19,709.688,993,0,0
280,2,19,1237.69,4255,0,0
1701386,2,19,1312.5,2224,0,0
1701424,2,19,359.625,232,0,0
1701431,2,19,504,5853,0,0
3325662,2,19,1890.75,120,0,0
137,2,20,335.25,160,0,0
189,2,20,338.062,1450,0,0
280,2,20,1300.69,446,0,0
291,2,20,1045.12,374,0,0
1701386,2,20,1335,404,0,0
1701431,2,20,505.688,8421,0,0
3325496,2,20,820.5,355,0,0
3325662,2,20,1843.5,568,0,0
137,2,21,335.812,237,0,0
189,2,21,1362.94,830,0,0
1701431,2,21,492.375,7312,0,0
3325489,2,21,1773.94,719,0,0
113,2,22,1187.81,416,0,0
189,2,22,649.688,240,0,0
238,2,22,78.9375,947,0,0
1701108,2,22,1006.31,271,0,0
1701431,2,22,520.875,3407,0,0
3325489,2,22,1666.12,3432,0,0
3325496,2,22,885.938,370,0,0
113,2,23,1175.44,307,0,0
137,2,23,336.75,123,0,0
238,2,23,51.9375,1090,0,0
408,2,23,703.125,173,0,0
458,2,23,1498.88,456,0,0
1701108,2,23,852.562,791,0,0
1701290,2,23,1210.5,3027,0,0
3325489,2,23,1654.5,3891,0,0
3325496,2,23,797.438,645,0,0
3325523,2,23,1564.5,882,0,0
113,2,24,1131.75,1001,0,0
145,2,24,1685.81,227,0,0
238,2,24,50.25,1171,0,0
458,2,24,1491,1209,0,0
1701104,2,24,372.375,1172,0,0
1701108,2,24,919.312,519,0,0
1701290,2,24,1215.75,12754,0,0
1701424,2,24,929.062,189,0,0
3325489,2,24,1664.06,3273,0,0
3325496,2,24,942.375,264,0,0
113,2,25,1207.5,435,0,0
145,2,25,1547.06,178,0,0
238,2,25,623.625,627,0,0
451,2,25,1857.38,291,0,0
1701104,2,25,456.188,608,0,0
1701290,2,25,1204.88,11555,0,0
1701424,2,25,927.562,360,0,0
3325435,2,25,765,599,0,0
3325489,2,25,1650.94,1186,0,0
19,2,26,190.688,89,0,0
57,2,26,105,329,0,0
113,2,26,1137,515,0,0
145,2,26,1520.44,509,0,0
360,2,26,419.25,209,0,0
421,2,26,307.312,513,0,0
1701104,2,26,413.062,543,0,0
1701187,2,26,142.125,461,0,0
1701241,2,26,1785.56,589,0,0
1701290,2,26,1197.38,2964,0,0
1701424,2,26,925.875,467,0,0
57,2,27,285,254,0,0
113,2,27,1254.94,621,0,0
145,2,27,1530,582,0,0
421,2,27,282.188,642,0,0
1701104,2,27,392.625,592,0,0
1701187,2,27,81,924,0,0
1701241,2,27,1780.69,884,0,0
1701290,2,27,1265.25,281,0,0
1701424,2,27,1099.69,153,0,0
19,2,28,241.125,328,0,0
145,2,28,1602.19,221,0,0
285,2,28,1106.62,794,0,0
400,2,28,1802.44,766,0,0
421,2,28,360,859,0,0
1701104,2,28,398.625,529,0,0
1701187,2,28,98.25,1257,0,0
1701241,2,28,1707.75,701,0,0
1701424,2,28,950.062,548,0,0
1701442,2,28,876.375,140,0,0
19,2,29,190.5,973,0,0
285,2,29,1242.75,1345,0,0
400,2,29,1827.38,1159,0,0
421,2,29,413.812,280,0,0
1701241,2,29,1745.62,538,0,0
1701424,2,29,1007.25,349,0,0
19,2,30,164.25,953,0,0
238,2,30,845.062,349,0,0
285,2,30,1207.31,1413,0,0
321,2,30,672.375,240,0,0
1701241,2,30,1762.31,281,0,0
1701424,2,30,1015.31,488,0,0
19,2,31,196.5,300,0,0
321,2,31,714.188,307,0,0
1701104,2,31,398.062,2428,0,0
1701241,2,31,1770.19,506,0,0
3325523,2,31,1825.5,368,0,0
19,2,32,1038.56,804,0,0
145,2,32,1653.19,155,0,0
270,2,32,1318.88,186,0,0
321,2,32,549.75,260,0,0
1701080,2,32,548.625,1654,0,0
1701104,2,32,389.062,3367,0,0
3325523,2,32,1620,462,0,0
19,2,33,1061.44,942,0,0
270,2,33,1317.75,261,0,0
321,2,33,549.562,544,0,0
1701104,2,33,546,769,0,0
19,2,34,1036.69,737,0,0
145,2,34,1547.81,386,0,0
321,2,34,575.438,350,0,0
1701104,2,34,526.312,1952,0,0
1701455,2,34,692.062,353,0,0
321,2,35,724.688,303,0,0
1701455,2,35,675.188,417,0,0
19,2,36,1378.5,157,0,0
46,2,36,697.688,113,0,0
1701290,2,36,1266.94,832,0,0
1701455,2,36,686.438,212,0,0
19,2,37,1330.88,409,0,0
46,2,37,471,134,0,0
1701290,2,37,1491,502,0,0
19,2,38,1343.44,786,0,0
46,2,38,599.438,196,0,0
1701290,2,38,1269.19,1189,0,0
1701290,2,39,1296.38,768,0,0
198,2,40,1185,1706,0,0
436,2,40,250.688,140,0,0
1701290,2,40,1733.81,107,0,0
164,2,41,1829.06,263,0,0
198,2,41,1028.81,11277,0,0
46,2,42,403.688,347,0,0
164,2,42,1844.62,549,0,0
198,2,42,1241.81,256,0,0
212,2,42,1651.69,289,0,0
1701152,2,42,1935.38,119,0,0
46,2,43,403.125,345,0,0
121,2,43,1839.19,540,0,0
164,2,43,1798.12,675,0,0
212,2,43,1639.88,341,0,0
1701290,2,43,1437.94,580,0,0
3325489,2,43,1678.31,233,0,0
3325647,2,43,662.812,2413,0,0
46,2,44,444.562,286,0,0
121,2,44,1833.19,660,0,0
164,2,44,1911.56,373,0,0
349,2,44,1532.62,7874,0,0
1701182,2,44,715.312,303,0,0
1701290,2,44,1491.75,202,0,0
46,2,45,408,703,0,0
121,2,45,1809.75,4788,0,0
164,2,45,1831.12,401,0,0
212,2,45,1513.12,476,0,0
1701152,2,45,1887.94,701,0,0
1701182,2,45,584.438,408,0,0
1701280,2,45,1539.75,213,0,0
1701290,2,45,1743.19,88,0,0
46,2,46,414.75,394,0,0
121,2,46,1892.44,197,0,0
212,2,46,1503.38,396,0,0
1701152,2,46,1919.44,161,0,0
1701182,2,46,525.188,405,0,0
46,2,47,548.438,533,0,0
212,2,47,1518.19,454,0,0
444,2,47,75,363,0,0
1701182,2,47,497.625,471,0,0
1701187,2,47,245.812,292,0,0
1701280,2,47,1633.12,1116,0,0
3325489,2,47,1846.69,140,0,0
3325589,2,47,1395.56,599,0,0
3325647,2,47,915.375,156,0,0
46,3,0,255.562,410,0,0
57,3,0,326.812,107,0,0
189,3,0,613.5,88,0,0
212,3,0,1382.44,214,0,0
229,3,0,759.188,283,0,0
252,3,0,232.312,9479,0,0
421,3,0,441.938,288,0,0
1701090,3,0,880.5,102,0,0
1701165,3,0,278.812,100,0,0
1701280,3,0,135.375,892,0,0
3325647,3,0,672.562,903,0,0
89,3,1,784.875,94,0,0
169,3,1,398.438,101,0,0
176,3,1,159.938,205,0,0
229,3,1,135.562,452,0,0
252,3,1,87.9375,276,0,0
1701393,3,1,830.438,84,0,0
57,3,2,684.938,104,0,0
176,3,2,1093.31,167,0,0
198,3,2,1909.88,94,0,0
229,3,2,732.375,1181,0,0
1701393,3,2,829.125,121,0,0
3325647,3,2,699.938,868,0,0
57,3,3,685.312,91,0,0
229,3,3,709.312,458,0,0
1701152,3,3,853.5,82,0,0
1701280,3,3,1656.19,1102,0,0
1701393,3,3,781.5,87,0,0
1701406,3,3,1862.62,102,0,0
229,3,4,374.625,366,0,0
1701280,3,4,1667.81,462,0,0
176,3,5,1047.56,178,0,0
198,3,5,639.75,109,0,0
1701406,3,5,1551,94,0,0
3325692,3,5,1143.38,98,0,0
1701100,3,6,616.125,600,0,0
3325422,3,6,1468.88,706,0,0
1701100,3,7,1563.75,1636,0,0
3325422,3,7,1569.19,245,0,0
57,3,8,710.062,115,0,0
89,3,8,1742.25,88,0,0
270,3,8,207.75,402,0,0
1701100,3,8,1438.5,1178,0,0
57,3,9,707.062,85,0,0
189,3,9,782.812,109,0,0
198,3,9,662.062,115,0,0
1701100,3,9,1466.44,1156,0,0
1701306,3,9,1942.12,1498,0,0
57,3,10,657.75,150,0,0
202,3,10,924.375,111,0,0
217,3,10,325.875,613,0,0
1701100,3,10,1571.44,4275,0,0
1701393,3,10,829.875,100,0,0
57,3,11,683.438,134,0,0
217,3,11,1230.94,513,0,0
1701090,3,11,779.812,120,0,0
57,3,12,738.75,85,0,0
217,3,12,1140.94,154,0,0
408,3,12,739.688,251,0,0
3325647,3,12,666.75,657,0,0
57,3,13,717.375,86,0,0
202,3,13,174,437,0,0
217,3,13,994.875,1516,0,0
315,3,13,1001.25,1697,0,0
408,3,13,804.75,112,0,0
202,3,14,137.062,741,0,0
217,3,14,1045.12,1743,0,0
315,3,14,1241.81,1365,0,0
176,3,15,141.938,120,0,0
202,3,15,116.438,477,0,0
270,3,15,1821.19,802,0,0
280,3,15,1450.69,295,0,0
315,3,15,1307.06,2369,0,0
1701267,3,15,1413.38,1075,0,0
3325422,3,15,1553.25,198,0,0
3325695,3,15,453.188,489,0,0
19,3,16,105,380,0,0
37,3,16,51,97,0,0
57,3,16,769.5,88,0,0
89,3,16,148.125,94,0,0
176,3,16,1082.44,159,0,0
202,3,16,255,121,0,0
280,3,16,1275.75,436,0,0
315,3,16,1245.56,2525,0,0
1701267,3,16,1454.44,2248,0,0
1701424,3,16,1087.69,269,0,0
3325422,3,16,1549.88,556,0,0
3325695,3,16,382.5,4219,0,0
3325692,3,16,839.812,144,0,0
57,3,17,1036.12,98,0,0
89,3,17,817.875,86,0,0
263,3,17,818.062,506,0,0
280,3,17,1257,660,0,0
315,3,17,386.812,2791,0,0
1701267,3,17,1514.06,1049,0,0
1701424,3,17,933,850,0,0
3325695,3,17,382.5,11866,0,0
3325692,3,17,171.188,150,0,0
189,3,18,1397.06,274,0,0
263,3,18,779.25,348,0,0
280,3,18,1287,659,0,0
315,3,18,1926.75,2031,0,0
1701267,3,18,1567.12,455,0,0
1701424,3,18,927.938,815,0,0
3325435,3,18,716.25,210,0,0
3325695,3,18,432,8606,0,0
19,3,19,179.812,98,0,0
37,3,19,1345.31,95,0,0
57,3,19,695.25,97,0,0
176,3,19,117.75,113,0,0
189,3,19,1285.31,1009,0,0
280,3,19,1641,149,0,0
1701386,3,19,1565.25,164,0,0
1701393,3,19,71.4375,105,0,0
1701424,3,19,951.75,651,0,0
3325496,3,19,744.375,767,0,0
3325662,3,19,1831.69,900,0,0
3325692,3,19,841.125,117,0,0
19,3,20,153.938,93,0,0
189,3,20,1307.62,1644,0,0
263,3,20,825.562,493,0,0
1701386,3,20,1419.38,1461,0,0
1701424,3,20,921.562,559,0,0
3325496,3,20,714.375,1038,0,0
3325662,3,20,1843.88,1253,0,0
189,3,21,1297.5,1820,0,0
263,3,21,808.312,807,0,0
1701386,3,21,1384.69,2289,0,0
1701424,3,21,1148.81,245,0,0
3325496,3,21,744,3034,0,0
3325662,3,21,1851.19,2159,0,0
189,3,22,1286.44,1353,0,0
263,3,22,804.562,336,0,0
280,3,22,1447.69,312,0,0
1701386,3,22,1369.88,2055,0,0
3325496,3,22,735.562,1269,0,0
3325662,3,22,1815.56,970,0,0
189,3,23,1332,2736,0,0
280,3,23,1420.5,363,0,0
1701386,3,23,1293.56,1585,0,0
3325496,3,23,743.438,1352,0,0
3325662,3,23,1842.19,746,0,0
189,3,24,1380.75,1237,0,0
198,3,24,1451.62,90,0,0
212,3,24,666.375,322,0,0
3325496,3,24,735.188,479,0,0
189,3,25,1404,598,0,0
212,3,25,730.312,167,0,0
3325496,3,25,738.75,365,0,0
198,3,26,659.625,91,0,0
408,3,26,680.438,321,0,0
1701108,3,26,897.375,805,0,0
1701386,3,26,227.062,4660,0,0
3325496,3,26,745.688,496,0,0
19,3,27,66.9375,106,0,0
113,3,27,1261.5,284,0,0
198,3,27,1450.12,104,0,0
1701108,3,27,798.938,1691,0,0
1701290,3,27,1354.31,527,0,0
3325496,3,27,770.625,442,0,0
113,3,28,1232.81,719,0,0
458,3,28,1334.62,1602,0,0
1701108,3,28,820.312,1967,0,0
1701290,3,28,1299.38,1720,0,0
3325496,3,28,726.75,447,0,0
3325523,3,28,1713.56,513,0,0
113,3,29,1161.94,1233,0,0
145,3,29,1503.38,637,0,0
451,3,29,1876.12,417,0,0
458,3,29,1317,2371,0,0
1701104,3,29,594.938,205,0,0
1701108,3,29,801.75,2910,0,0
1701424,3,29,974.062,262,0,0
3325435,3,29,773.438,472,0,0
3325489,3,29,1745.06,549,0,0
3325523,3,29,1570.69,753,0,0
113,3,30,1136.25,1017,0,0
145,3,30,1539.19,165,0,0
1701104,3,30,414.375,395,0,0
1701108,3,30,831.562,1056,0,0
1701424,3,30,960.562,781,0,0
113,3,31,1154.62,562,0,0
145,3,31,1480.88,545,0,0
176,3,31,1140.38,119,0,0
217,3,31,778.875,92,0,0
400,3,31,1783.5,374,0,0
1701104,3,31,421.125,185,0,0
1701424,3,31,940.688,1280,0,0
113,3,32,1331.25,144,0,0
145,3,32,117.188,2945,0,0
212,3,32,492.375,158,0,0
360,3,32,693.375,474,0,0
1701104,3,32,605.625,123,0,0
1701241,3,32,1769.25,955,0,0
1701424,3,32,979.312,1723,0,0
89,3,33,238.312,146,0,0
145,3,33,236.25,215,0,0
156,3,33,1221.19,112,0,0
285,3,33,1144.88,1708,0,0
400,3,33,1792.5,694,0,0
1701241,3,33,1739.06,1001,0,0
1701424,3,33,921,3163,0,0
46,3,34,533.625,5527,0,0
145,3,34,59.0625,217,0,0
285,3,34,1137,4423,0,0
1701241,3,34,1794.38,914,0,0
1701424,3,34,956.812,900,0,0
113,3,35,1316.44,1122,0,0
145,3,35,115.688,152,0,0
176,3,35,214.312,168,0,0
285,3,35,1173.19,3216,0,0
400,3,35,1908.94,792,0,0
1701241,3,35,1778.25,858,0,0
1701424,3,35,906,791,0,0
3325523,3,35,1724.06,283,0,0
113,3,36,1310.06,5132,0,0
238,3,36,832.875,276,0,0
285,3,36,1270.69,170,0,0
400,3,36,1817.44,913,0,0
1701241,3,36,1900.31,2251,0,0
3325523,3,36,1568.44,824,0,0
113,3,37,1326.19,1039,0,0
400,3,37,1776.38,1082,0,0
113,3,38,1353.56,848,0,0
145,3,38,1638,274,0,0
400,3,38,1763.44,1213,0,0
145,3,39,39.5625,246,0,0
400,3,39,1791,1008,0,0
1701080,3,39,128.625,137,0,0
400,3,40,1897.12,687,0,0
46,3,42,474.938,242,0,0
89,3,42,669.188,92,0,0
238,3,42,773.438,198,0,0
1701290,3,42,1325.06,375,0,0
176,3,43,1051.31,151,0,0
1701290,3,43,1215.56,10474,0,0
3325692,3,43,1494.75,121,0,0
46,3,44,439.125,502,0,0
1701290,3,44,1290.19,1563,0,0
1701464,3,44,190.125,135,0,0
1701290,3,45,1324.31,2414,0,0
1701290,3,46,1305.94,1043,0,0
57,3,47,923.625,627,0,0
164,3,47,83.25,197,0,0
176,3,47,443.625,123,0,0
1701290,3,47,1299.56,491,0,0
1701393,3,47,827.812,124,0,0
3325425,3,47,1813.69,91,0,0
3325692,3,47,1453.31,95,0,0
1701290,3,48,1509.38,663,0,0
164,3,49,1887.38,351,0,0
1701090,3,49,1029.38,115,0,0
1701290,3,49,1480.31,634,0,0
46,3,50,161.062,290,0,0
121,3,50,1193.62,795,0,0
176,3,50,88.5,153,0,0
212,3,50,1311,472,0,0
421,3,50,276.375,8978,0,0
1701125,3,50,1819.5,557,0,0
1701152,3,50,858.562,153,0,0
1701290,3,50,1599.38,887,0,0
3325647,3,50,970.312,293,0,0
3325692,3,50,1144.12,81,0,0
37,3,51,736.312,114,0,0
46,3,51,233.062,265,0,0
121,3,51,566.625,1111,0,0
176,3,51,87.5625,135,0,0
198,3,51,448.312,93,0,0
212,3,51,1358.44,490,0,0
421,3,51,372.188,11814,0,0
1701090,3,51,785.25,85,0,0
1701108,3,51,808.125,198,0,0
3325508,3,51,421.688,99,0,0
3325647,3,51,851.812,520,0,0
46,3,52,226.875,1131,0,0
89,3,52,232.125,83,0,0
121,3,52,374.438,2674,0,0
164,3,52,14.25,287,0,0
176,3,52,115.5,161,0,0
212,3,52,1359,274,0,0
421,3,52,421.5,257,0,0
1701108,3,52,638.438,253,0,0
1701393,3,52,1770.94,109,0,0
3325489,3,52,1759.31,260,0,0
46,3,53,394.875,3279,0,0
57,3,53,662.812,86,0,0
121,3,53,373.875,1529,0,0
164,3,53,1874.06,490,0,0
176,3,53,1049.25,125,0,0
189,3,53,781.5,88,0,0
212,3,53,710.062,626,0,0
421,3,53,373.688,675,0,0
1701108,3,53,851.438,227,0,0
1701165,3,53,1886.62,95,0,0
1701280,3,53,1604.06,373,0,0
3325489,3,53,1686.38,417,0,0
3325508,3,53,442.312,105,0,0
46,3,54,130.875,1550,0,0
57,3,54,111.375,128,0,0
89,3,54,590.438,133,0,0
121,3,54,327.938,329,0,0
176,3,54,1070.44,181,0,0
189,3,54,687.562,88,0,0
198,3,54,445.875,92,0,0
212,3,54,613.875,414,0,0
421,3,54,323.812,150,0,0
1701393,3,54,778.875,146,0,0
1701406,3,54,1262.81,111,0,0
3325489,3,54,1691.44,333,0,0
46,3,55,398.812,776,0,0
57,3,55,208.312,99,0,0
89,3,55,716.062,93,0,0
121,3,55,183.75,145,0,0
176,3,55,134.812,143,0,0
189,3,55,401.812,122,0,0
198,3,55,1028.06,145,0,0
212,3,55,158.438,551,0,0
1701280,3,55,451.125,351,0,0
1701393,3,55,827.438,177,0,0
3325489,3,55,1788.94,196,0,0
3325508,3,55,423.375,89,0,0
3325562,3,55,519.188,139,0,0
3325647,3,55,679.688,656,0,0
137,4,0,121.875,125,0,0
229,4,0,767.062,291,0,0
270,4,0,1461.38,192,0,0
3325647,4,0,755.25,986,0,0
137,4,1,1801.69,155,0,0
229,4,1,802.875,362,0,0
270,4,1,1686.38,142,0,0
436,4,1,768.562,123,0,0
3325422,4,1,1559.06,248,0,0
121,4,2,1765.12,966,0,0
229,4,2,959.438,167,0,0
238,4,2,398.438,104,0,0
285,4,2,1918.69,89,0,0
1701280,4,2,1636.69,406,0,0
3325422,4,2,1495.88,407,0,0
121,4,3,1859.06,1590,0,0
137,4,3,383.438,149,0,0
270,4,3,1928.25,704,0,0
1701280,4,3,1700.62,296,0,0
121,4,4,1779.56,839,0,0
270,4,4,1840.88,749,0,0
349,4,4,358.875,316,0,0
436,4,4,910.688,108,0,0
3325422,4,4,1671.94,314,0,0
270,4,5,407.062,698,0,0
349,4,5,81.75,264,0,0
3325422,4,5,1609.31,265,0,0
270,4,6,1909.31,685,0,0
217,4,7,992.438,1934,0,0
270,4,7,1943.44,655,0,0
3325647,4,7,1155.19,166,0,0
217,4,8,1106.81,1504,0,0
270,4,8,1932.38,664,0,0
3325647,4,8,709.125,1004,0,0
217,4,9,1072.69,2425,0,0
270,4,9,1879.31,1303,0,0
451,4,9,1926.75,344,0,0
217,4,10,982.312,2980,0,0
270,4,10,1814.25,1415,0,0
315,4,10,134.438,1569,0,0
217,4,11,1134.56,1703,0,0
270,4,11,1915.5,951,0,0
3325422,4,11,1586.25,305,0,0
217,4,12,1003.69,1857,0,0
315,4,12,1863,5096,0,0
1701267,4,12,1463.44,1175,0,0
3325422,4,12,1751.44,200,0,0
217,4,13,1223.44,1024,0,0
315,4,13,1925.25,1634,0,0
1701267,4,13,1425.19,1729,0,0
3325422,4,13,1523.81,388,0,0
3325435,4,13,662.062,951,0,0
315,4,14,1913.44,1222,0,0
408,4,14,811.125,469,0,0
1701267,4,14,1409.44,2160,0,0
1701386,4,14,1365.94,194,0,0
3325422,4,14,1473.75,397,0,0
270,4,15,1309.31,211,0,0
291,4,15,539.438,7205,0,0
285,4,15,1645.31,170,0,0
315,4,15,1910.62,362,0,0
408,4,15,720.188,585,0,0
1701267,4,15,1417.69,2853,0,0
3325589,4,15,1595.25,239,0,0
137,4,16,180.188,12598,0,0
1701267,4,16,1417.5,1096,0,0
1701386,4,16,1364.44,170,0,0
3325496,4,16,752.625,565,0,0
137,4,17,173.438,13665,0,0
189,4,17,1366.88,235,0,0
270,4,17,1308.56,261,0,0
1701267,4,17,1459.12,971,0,0
3325496,4,17,724.688,1039,0,0
137,4,18,230.438,10199,0,0
189,4,18,1352.25,758,0,0
263,4,18,887.625,846,0,0
3325496,4,18,693.75,1056,0,0
189,4,19,1449.94,596,0,0
263,4,19,808.5,350,0,0
3325496,4,19,754.688,1157,0,0
137,4,20,281.812,90,0,0
189,4,20,1556.25,140,0,0
263,4,20,820.688,698,0,0
3325496,4,20,849.562,794,0,0
263,4,21,964.312,212,0,0
270,4,21,385.875,202,0,0
3325496,4,21,778.312,951,0,0
137,4,22,312.375,92,0,0
3325496,4,22,762.375,507,0,0
3325496,4,23,794.438,635,0,0
137,4,24,1890.75,421,0,0
285,4,24,683.625,130,0,0
3325496,4,24,729.375,1066,0,0
408,4,25,1137.56,111,0,0
1701108,4,25,786,952,0,0
3325496,4,25,859.5,3176,0,0
408,4,26,689.812,328,0,0
1701108,4,26,809.062,1988,0,0
3325435,4,26,653.812,260,0,0
3325496,4,26,736.125,1693,0,0
3325562,4,26,1353,150,0,0
137,4,27,1940.25,304,0,0
408,4,27,908.062,193,0,0
1701108,4,27,878.438,1725,0,0
1701280,4,27,1028.81,225,0,0
3325562,4,27,1086.75,686,0,0
145,4,28,1781.81,753,0,0
1701108,4,28,906,1240,0,0
1701133,4,28,228.938,103,0,0
3325562,4,28,1048.5,1011,0,0
145,4,29,1657.88,887,0,0
1701108,4,29,1004.25,270,0,0
1701424,4,29,984.375,305,0,0
3325562,4,29,1049.25,1254,0,0
458,4,30,1310.25,2050,0,0
1701108,4,30,944.25,424,0,0
1701424,4,30,973.312,950,0,0
3325562,4,30,1002.94,1758,0,0
145,4,31,1510.88,1757,0,0
400,4,31,1790.44,1015,0,0
451,4,31,1862.25,416,0,0
458,4,31,1317,4793,0,0
1701424,4,31,1056,910,0,0
3325523,4,31,1595.25,2106,0,0
145,4,32,1489.31,1530,0,0
285,4,32,1250.44,913,0,0
400,4,32,1800.38,1276,0,0
3325523,4,32,1599.19,1999,0,0
145,4,33,1581.38,542,0,0
285,4,33,1364.06,1097,0,0
400,4,33,1790.25,1660,0,0
3325523,4,33,1580.44,2002,0,0
113,4,34,1414.69,823,0,0
145,4,34,1615.5,597,0,0
285,4,34,1352.81,766,0,0
400,4,34,1904.06,1292,0,0
1701424,4,34,1039.69,321,0,0
3325523,4,34,1622.44,1301,0,0
19,4,35,327,372,0,0
113,4,35,1318.12,919,0,0
145,4,35,1640.81,449,0,0
285,4,35,1232.81,1128,0,0
400,4,35,1810.12,537,0,0
1701133,4,35,93.375,458,0,0
1701386,4,35,1304.06,9499,0,0
19,4,36,385.312,243,0,0
